PNR,Departure Date,Tail Number,Airport Code(Deprt.),Airport Code(Arrvl.)
O4U2YB,12/3/2017,528,FLL,DFW
O4W7VB,12/27/2017,510,DTW,RSW
O5752L,12/3/2017,617,PTY,FLL
O5B73L,12/28/2017,669,SJU,MCO
O5B76L,12/1/2017,642,ORD,PBI
O5BZ4L,12/16/2017,614,LAX,DFW
O5CJ9L,12/25/2017,609,FLL,BOG
O5CU5L,12/27/2017,667,ACY,PBI
O5II8L,12/20/2017,665,DEN,IAH
O5JZ9L,12/23/2017,674,RSW,ACY
O5KZ9L,12/30/2017,903,MSY,DTW
O5N12Y,12/10/2017,614,SEA,LAS
O5VYGL,12/17/2017,621,MSP,RSW
O5Z3WB,12/24/2017,615,LAS,MSP
O61L5Y,12/22/2017,604,LAS,SAN
O61M5Y,12/9/2017,637,PIT,TPA
O62E8Y,12/25/2017,678,DTW,ATL
O62M5Y,12/28/2017,661,FLL,SJO
O62NML,12/16/2017,530,MSY,LAX
O63R6Y,12/1/2017,526,PHX,ORD
O64GML,12/25/2017,531,CAK,MCO
O66P6Y,12/29/2017,616,FLL,CLE
O6C2SL,12/4/2017,643,BDL,TPA
O6DLQL,12/16/2017,618,CUN,IAH
O6DUFY,12/19/2017,638,MCO,ATL
O6I7HI,12/3/2017,661,TPA,ACY
O6JPMY,12/23/2017,509,LAX,BWI
O6KFNY,12/23/2017,622,BOS,RSW
O6NKXY,12/17/2017,615,BWI,TPA
O6TI7F,12/1/2017,673,PBG,FLL
O6TI7F,12/10/2017,628,FLL,PBG
O6VB6V,12/1/2017,529,SEA,BWI
O6VI4V,12/26/2017,650,MCO,LBE
O6WT5V,12/27/2017,605,DTW,LAX
O6Y4SL,12/1/2017,659,FLL,DFW
O6Z58Y,12/20/2017,634,FLL,LGA
O6ZC8Y,12/12/2017,622,MCO,EWR
O72I9V,12/10/2017,509,BQN,FLL
O72NVY,12/13/2017,672,TPA,ACY
O736FI,12/30/2017,608,DTW,TPA
O73BPI,12/9/2017,510,LBE,RSW
O75JSI,12/3/2017,609,IAH,EWR
O7618V,12/17/2017,638,RSW,BWI
O7694V,12/15/2017,519,FLL,ATL
O76N4V,12/27/2017,504,MSY,BWI
O76S4V,12/13/2017,515,LAX,BWI
O7BZ7F,12/31/2017,512,IAH,ORD
O7D5HV,12/27/2017,670,BWI,FLL
O7E5RI,12/27/2017,505,BOS,MSY
O7EPVI,12/19/2017,646,MCO,LBE
O7G8FV,12/30/2017,650,PHL,LAS
O7G9UI,12/18/2017,614,DTW,LAX
O7I7FV,12/27/2017,605,TPA,BWI
O7IEKV,12/2/2017,669,EWR,FLL
O7JBFF,12/11/2017,623,TPA,ORD
O7JKUV,12/22/2017,615,PBG,FLL
O7PCPF,12/10/2017,673,FLL,DTW
O7PYNV,12/11/2017,504,ORD,MSY
O7R2FF,12/19/2017,671,FLL,DTW
O7R3UV,12/21/2017,615,FLL,PBG
O7S4WV,12/24/2017,652,MCO,CLE
O7TJUV,12/30/2017,642,CUN,IAH
O7UHUV,12/20/2017,638,MYR,ACY
O7UJHF,12/23/2017,532,BWI,LAX
O7VDVV,12/3/2017,612,ATL,BWI
O7VEPF,12/24/2017,514,DTW,MCO
O7VEXV,12/11/2017,645,PIT,RSW
O7WBKV,12/19/2017,647,MYR,ACY
O7WENV,12/25/2017,527,DTW,MCO
O7Z39V,12/25/2017,604,LGA,FLL
O7ZI4V,12/10/2017,535,MSP,ATL
O7ZYNI,12/16/2017,649,PHL,MCO
O81Y8S,12/21/2017,611,LAX,CLE
O829KF,12/1/2017,647,PHL,FLL
O83YGS,12/14/2017,510,MDE,FLL
O8458C,12/9/2017,672,MCO,EWR
O86HNF,12/7/2017,647,SEA,LAS
O87RNF,12/21/2017,662,ACY,FLL
O87RNF,12/26/2017,529,FLL,ACY
O88I8C,12/1/2017,535,FLL,LAX
O89FXF,12/11/2017,674,FLL,LGA
O8CT2C,12/27/2017,646,MCO,PHL
O8CYRF,12/25/2017,619,CLE,FLL
O8EIXF,12/23/2017,658,MCO,IAH
O8EIXF,12/23/2017,904,MCO,IAH
O8FGGS,12/15/2017,668,STI,FLL
O8JDJS,12/5/2017,510,LAS,BOS
O8NCPS,12/1/2017,649,LAS,OAK
O8NMVS,12/1/2017,643,MSP,FLL
O8Q39P,12/24/2017,680,ORD,LAS
O8S34P,12/14/2017,671,BWI,FLL
O8TG4P,12/4/2017,503,DTW,FLL
O8THMC,12/14/2017,673,DEN,FLL
O8VHKC,12/30/2017,672,IAH,MCO
O8YY2C,12/25/2017,611,DTW,LAX
O8ZC4S,12/27/2017,508,OAK,LAX
O923XS,12/28/2017,640,CUN,ORD
O95LPC,12/11/2017,903,DFW,PHL
O963FP,12/20/2017,672,MCO,IAH
O99YSC,12/16/2017,670,SJO,FLL
O9FDGP,12/28/2017,664,MYR,EWR
O9G8UC,12/10/2017,902,ATL,BWI
O9GYWC,12/15/2017,530,CAK,MCO
O9IMJP,12/30/2017,660,LAX,ORD
O9P72M,12/18/2017,636,ORD,DFW
O9QVRP,12/10/2017,669,FLL,BOS
O9UU3M,12/2/2017,525,FLL,STT
O9WPQP,12/21/2017,657,IAH,EWR
O9ZWFC,12/19/2017,624,PHL,DFW
OB1YJZ,12/30/2017,902,PHL,FLL
OB3E8J,12/9/2017,675,FLL,ACY
OB3U9J,12/11/2017,648,LAS,MCI
OB4J9J,12/17/2017,522,MSY,EWR
OB6FMZ,12/25/2017,640,FLL,MSP
OB6ZKZ,12/18/2017,629,MCO,LBE
OB7C8J,12/22/2017,661,SJO,FLL
OBEMVZ,12/26/2017,607,SJU,FLL
OBGLGJ,12/27/2017,522,STT,FLL
OBH9GJ,12/21/2017,632,MCO,CLE
OBJBYZ,12/18/2017,510,LAX,BWI
OBJFGJ,12/19/2017,524,DTW,DFW
OBJUYZ,12/12/2017,641,BOS,FLL
OBK8GJ,12/12/2017,527,IAH,ORD
OBKEJJ,12/11/2017,603,MCO,LBE
OBQBMJ,12/19/2017,530,DFW,ATL
OBQW2G,12/3/2017,662,BWI,FLL
OBRHRJ,12/19/2017,646,LGA,ORD
OBRMRJ,12/28/2017,506,ORD,TPA
OBSKSJ,12/16/2017,510,FLL,IAH
OBUM3G,12/26/2017,903,DTW,LAS
OBVC2G,12/20/2017,614,TPA,BDL
OC1N5G,12/21/2017,619,FLL,DTW
OC1U8G,12/15/2017,517,SAN,IAH
OC2VXJ,12/24/2017,635,DFW,TPA
OC3FVJ,12/18/2017,649,LBE,FLL
OC3Z8G,12/21/2017,628,FLL,TPA
OC55HW,12/2/2017,659,EWR,FLL
OC5MXJ,12/26/2017,643,PHL,FLL
OC9RTW,12/10/2017,521,BDL,FLL
OCBPTW,12/19/2017,515,EWR,MSY
OCDB3T,12/27/2017,605,TPA,BWI
OCDISW,12/10/2017,903,MCO,LBE
OCEYGG,12/28/2017,650,MCO,PHL
OCEZFG,12/28/2017,626,BOS,TPA
OCF6QW,12/24/2017,607,BQN,FLL
OCFU7T,12/11/2017,508,FLL,ATL
OCG42T,12/26/2017,522,LAX,OAK
OCG7QW,12/3/2017,676,FLL,ACY
OCGM6T,12/1/2017,611,CLE,ATL
OCH73T,12/18/2017,609,BWI,DTW
OCIPQW,12/25/2017,633,BWI,RSW
OCIWGG,12/13/2017,502,IAH,ORD
OCL9XW,12/10/2017,628,TPA,FLL
OCNNYW,12/15/2017,671,MCO,EWR
OCPF8T,12/29/2017,682,DEN,IAH
OCQ4MG,12/16/2017,648,BWI,DFW
OCS2VG,12/2/2017,659,EWR,FLL
OCSTHT,12/16/2017,615,CLE,MCO
OCTCWG,12/8/2017,649,DFW,PHL
OCTY4D,12/29/2017,650,TPA,PIT
OCU9RG,12/1/2017,526,ORD,PHX
OCU9UG,12/2/2017,680,DTW,IAH
OCUB2D,12/10/2017,661,PBI,ACY
OCUPUG,12/12/2017,509,FLL,BDL
OCV7RG,12/13/2017,607,ATL,LAS
OCW1RG,12/23/2017,503,BDL,MCO
OCWIVG,12/29/2017,647,CLE,ATL
OCZH6G,12/18/2017,669,LGA,FLL
OD1JHT,12/25/2017,628,LGA,MYR
OD1NYG,12/21/2017,612,MSP,TPA
OD43RT,12/17/2017,657,IAH,MCO
OD4VYG,12/9/2017,673,DTW,FLL
OD72XG,12/1/2017,637,MCO,DFW
ODBPUT,12/25/2017,615,MSP,RSW
ODBRNT,12/15/2017,669,BOS,FLL
ODBTPT,12/27/2017,635,LAX,DFW
ODC73Q,12/22/2017,639,CLE,LAS
ODDNST,12/27/2017,632,MSP,MCO
ODECYT,12/12/2017,535,LAX,FLL
ODETYT,12/27/2017,519,BWI,SAN
ODEVUT,12/17/2017,631,ORD,TPA
ODEYKD,12/12/2017,530,MCO,BOS
ODF9RT,12/20/2017,632,CLE,TPA
ODFR5Q,12/12/2017,521,ORD,MSY
ODG4WT,12/14/2017,506,PHL,ATL
ODG8WT,12/2/2017,627,BOS,RSW
ODGETT,12/24/2017,526,FLL,GUA
ODGYWT,12/11/2017,609,CLE,MCO
ODIZFD,12/30/2017,514,SAN,IAH
ODJCFD,12/26/2017,663,ORD,LAX
ODLVKD,12/15/2017,507,BOS,MCO
ODLYMD,12/23/2017,651,DTW,ATL
ODM9MD,12/4/2017,676,ACY,MCO
ODQEPD,12/1/2017,534,MSY,MCO
ODQF6A,12/24/2017,675,DTW,MCO
ODRL3A,12/28/2017,634,TPA,DTW
ODS63A,12/15/2017,504,LAS,MSP
ODT16A,12/18/2017,618,LAX,DTW
ODU66A,12/1/2017,680,ACY,RSW
ODV18A,12/11/2017,601,MCI,LAX
ODV58A,12/25/2017,641,RSW,CLE
OE45VD,12/3/2017,614,LAX,DTW
OE5UFQ,12/26/2017,640,MSP,LAS
OE5V9A,12/27/2017,605,BWI,TPA
OE72YD,12/24/2017,635,TPA,BDL
OEBNTQ,12/2/2017,613,CLE,MCO
OEBPRQ,12/15/2017,619,PIT,FLL
OEDQWQ,12/16/2017,660,CUN,DTW
OEE92N,12/18/2017,670,EWR,FLL
OEEB7N,12/27/2017,620,LAS,IAH
OEEH2N,12/23/2017,642,IAH,LAS
OEFE7N,12/22/2017,626,RSW,BOS
OEG3NA,12/16/2017,532,RSW,DTW
OEGB6N,12/11/2017,602,PBI,ORD
OEH64N,12/8/2017,903,ATL,DTW
OEHS4N,12/16/2017,663,EWR,MYR
OEHZJA,12/22/2017,679,ACY,FLL
OEKSJA,12/16/2017,614,LAX,CLE
OEN5UQ,12/23/2017,671,ACY,RSW
OENGMA,12/27/2017,528,DFW,ATL
OENMKA,12/13/2017,649,MCO,ACY
OEPWNA,12/16/2017,535,LAS,MSP
OETB4K,12/11/2017,606,MCO,BWI
OETQPA,12/14/2017,504,BDL,FLL
OEZV8A,12/8/2017,521,BOS,MCO
OF11SA,12/18/2017,625,PHL,DFW
OF55NN,12/27/2017,505,MSY,LAX
OF5TKN,12/10/2017,532,BWI,MSY
OF6JYA,12/3/2017,504,TPA,ORD
OF8Z2K,12/2/2017,903,TPA,CLE
OFBTSN,12/17/2017,628,FLL,MSY
OFDBSN,12/18/2017,636,IAH,LAX
OFDWTN,12/21/2017,523,RSW,DTW
OFFIPN,12/25/2017,641,RSW,CLE
OFG34K,12/21/2017,506,LBE,TPA
OFHH6K,12/23/2017,657,IAH,EWR
OFJ59K,12/26/2017,664,SAP,FLL
OFK5WN,12/18/2017,522,EWR,MSY
OFLQ8K,12/18/2017,671,MGA,FLL
OFLQ8K,12/19/2017,663,MGA,FLL
OFMHYN,12/26/2017,664,MCO,ACY
OFRI2X,12/23/2017,664,LAX,ORD
OFSR2X,12/17/2017,535,TPA,ORD
OG245X,12/25/2017,667,DTW,RSW
OG2I9X,12/13/2017,517,GUA,FLL
OG2KGK,12/12/2017,674,FLL,EWR
OG689X,12/21/2017,507,BOS,BWI
OG7RPK,12/3/2017,637,RSW,BOS
OG7VMK,12/16/2017,510,GUA,FLL
OG852H,12/29/2017,644,MSP,RSW
OG8Q4H,12/27/2017,624,BOS,RSW
OGD9SK,12/3/2017,505,LAS,BOS
OGDWWK,12/21/2017,622,DTW,TPA
OGEBTK,12/17/2017,645,DTW,LAX
OGEKSK,12/23/2017,509,LAX,MSP
OGF16H,12/1/2017,639,CLE,LAX
OGHM9H,12/21/2017,519,MCO,DTW
OGHM9H,12/29/2017,529,DTW,MCO
OGHNHX,12/27/2017,517,GUA,FLL
OGJJ6H,12/18/2017,505,MSY,FLL
OGLBQX,12/31/2017,604,FLL,CAK
OGM99H,12/29/2017,671,FLL,LGA
OGPISX,12/17/2017,677,ACY,PBI
OGTJRX,12/25/2017,624,MSP,TPA
OGUDSX,12/11/2017,609,CLE,MCO
OGV9PX,12/25/2017,630,LAX,LAS
OH1H5U,12/3/2017,658,EWR,MYR
OH1H5U,12/4/2017,676,EWR,MYR
OH2WTX,12/24/2017,679,MCO,EWR
OH2YUX,12/16/2017,623,RSW,PIT
OH389U,12/11/2017,681,FLL,BWI
OH4KUX,12/1/2017,628,TPA,BWI
OH4PUX,12/25/2017,657,IAH,MCO
OH4UUX,12/22/2017,646,SAP,IAH
OH546U,12/24/2017,517,ORD,LGA
OH5E8U,12/17/2017,628,IAH,LAS
OH5Z6U,12/18/2017,669,FLL,ORD
OH7Y7U,12/17/2017,604,DFW,LAS
OH82YX,12/18/2017,507,FLL,BDL
OH848U,12/17/2017,607,ORD,MCO
OH92NH,12/15/2017,677,FLL,DEN
OHGG7E,12/1/2017,677,FLL,DEN
OHGL3E,12/19/2017,613,LAS,ATL
OHH2TH,12/17/2017,679,EWR,MYR
OHHCVH,12/25/2017,902,MSP,LAS
OHN32R,12/16/2017,629,TPA,DTW
OHN32R,12/29/2017,620,DTW,TPA
OHNR8E,12/22/2017,532,BWI,SEA
OHP6KE,12/12/2017,641,FLL,BOS
OHPM2R,12/22/2017,625,MSY,DTW
OHPM2R,12/31/2017,646,DTW,MSY
OHQT3R,12/13/2017,611,MYR,LGA
OHQT3R,12/19/2017,644,LGA,MYR
OHT62R,12/6/2017,524,LAX,ATL
OHVR3R,12/15/2017,613,MSP,DFW
OHYBSH,12/11/2017,530,MCO,BOS
OI163R,12/20/2017,664,FLL,DTW
OI16GE,12/19/2017,605,BOS,RSW
OI1V8R,12/30/2017,903,DTW,DEN
OI328R,12/16/2017,613,MSP,PHX
OI4DFE,12/22/2017,603,TPA,ATL
OI8B6R,12/26/2017,630,LAX,DTW
OI9CME,12/13/2017,645,LAS,DFW
OIB73B,12/14/2017,618,IAH,EWR
OIDZ9B,12/15/2017,636,TPA,BDL
OIFEJR,12/14/2017,661,EWR,MCO
OIFP6B,12/15/2017,528,OAK,LAX
OIH38B,12/2/2017,658,ACY,MCO
OIH44B,12/25/2017,604,ACY,MYR
OIHQ4B,12/28/2017,521,MSY,MCO
OIJDFR,12/28/2017,904,LGA,DFW
OIK57B,12/24/2017,640,LAS,IAH
OIL29B,12/17/2017,647,ORD,PBI
OIL29B,12/19/2017,603,ORD,PBI
OIL8XE,12/15/2017,532,FLL,BDL
OINBFR,12/16/2017,640,DFW,MCO
OISYQR,12/17/2017,526,TPA,CAK
OIT5QR,12/20/2017,902,PHX,MSP
OIU7PR,12/21/2017,902,BDL,RSW
OIV6SR,12/9/2017,502,ORD,MSY
OIY5ME,12/20/2017,643,CLE,LAX
OIYD6R,12/26/2017,527,MCO,BDL
OIYTRE,12/14/2017,670,FLL,BOS
OIYUYE,12/15/2017,617,LGA,FLL
OIYUYE,12/17/2017,662,FLL,LGA
OJZ7SR,12/17/2017,505,BDL,FLL
OY469M,12/13/2017,645,PHX,MSP
OYBV4Z,12/9/2017,604,TPA,DTW
OYBY2Z,12/27/2017,506,IAH,ORD
OYCSKM,12/26/2017,533,LAX,MSY
OYG57Z,12/14/2017,532,DEN,FLL
OYGGHM,12/12/2017,668,RSW,DTW
OYK58Z,12/11/2017,521,MSY,FLL
OYSGVM,12/22/2017,680,ORD,RSW
OYTI4J,12/22/2017,521,MSP,LAS
OYY36Z,12/30/2017,657,IAH,MCO
OYZL5M,12/16/2017,644,LGA,FLL
P4CHUR,12/20/2017,659,PBI,ACY
P4ETYR,12/1/2017,677,FLL,EWR
P4GJMB,12/15/2017,632,FLL,CLE
P4GKHB,12/15/2017,639,FLL,DFW
P4GRHB,12/16/2017,648,BWI,DFW
P4JHYR,12/22/2017,677,MCO,ACY
P4K1FB,12/30/2017,615,MSP,RSW
P4KRJB,12/10/2017,663,IAH,ATL
P4Y8HB,12/3/2017,667,EWR,FLL
P51IYB,12/25/2017,663,LAX,ORD
P55UXB,12/2/2017,612,ATL,BWI
P5913L,12/17/2017,505,MCO,BDL
P5E75L,12/18/2017,517,PIT,LAX
P5ER5L,12/13/2017,678,SJU,FLL
P5HT6L,12/2/2017,664,SDQ,FLL
P5J28L,12/5/2017,626,TPA,MSP
P5J46L,12/17/2017,515,SAN,BWI
P5J46L,12/20/2017,517,SAN,BWI
P5K59L,12/20/2017,536,LAX,PIT
P5KW8L,12/24/2017,672,DTW,ATL
P5N5JL,12/8/2017,671,DTW,FLL
P5S3KL,12/5/2017,672,MCO,ACY
P5S96Y,12/14/2017,507,CAK,MCO
P5SF5Y,12/21/2017,624,MYR,ACY
P5T53Y,12/23/2017,676,SDQ,FLL
P5T53Y,12/25/2017,672,SDQ,FLL
P5TF6Y,12/2/2017,659,FLL,EWR
P5TGGL,12/22/2017,510,MCO,MSY
P5U75Y,12/17/2017,638,RSW,BWI
P5V14Y,12/19/2017,635,TPA,BWI
P5VSNL,12/2/2017,509,RSW,DTW
P613KL,12/22/2017,506,ORD,LGA
P67FVL,12/30/2017,622,MCO,MSP
P69DML,12/9/2017,601,MCO,IAH
P6C5UL,12/14/2017,611,MYR,LGA
P6CUUL,12/15/2017,613,MSP,PHX
P6DTQL,12/2/2017,613,CLE,RSW
P6HWFY,12/10/2017,662,SJO,FLL
P6IVXL,12/26/2017,616,FLL,LGA
P6J8YL,12/25/2017,626,FLL,CLE
P6J8YL,12/27/2017,636,FLL,CLE
P6JCWL,12/18/2017,507,FLL,BDL
P6JDWL,12/19/2017,643,ATL,BWI
P6P7NY,12/19/2017,657,EWR,IAH
P6PJWY,12/19/2017,528,BDL,MCO
P6Q53F,12/2/2017,626,PHL,MCO
P6Q53F,12/10/2017,635,MCO,PHL
P6QE2V,12/8/2017,643,CLE,TPA
P6SBVY,12/10/2017,503,FLL,GUA
P6SL5V,12/22/2017,677,MYR,EWR
P6SZNY,12/18/2017,661,FLL,DTW
P6Z24Y,12/25/2017,611,CLE,TPA
P7234V,12/28/2017,662,BWI,FLL
P728MI,12/28/2017,902,PDX,LAS
P73FNI,12/2/2017,515,LAS,MSP
P745MI,12/2/2017,609,PIT,DFW
P746TI,12/30/2017,534,DTW,MCO
P74FHI,12/22/2017,616,LGA,MYR
P74YNI,12/27/2017,615,BOS,TPA
P7759V,12/3/2017,678,FLL,ORD
P77UPI,12/1/2017,632,CLE,LAS
P7CWVI,12/22/2017,677,FLL,EWR
P7EQWI,12/9/2017,604,DTW,LAX
P7FEHV,12/28/2017,905,ORD,PBI
P7GNFV,12/29/2017,519,MSP,MSY
P7I4NV,12/23/2017,531,LAS,ORD
P7J28F,12/3/2017,675,SJU,FLL
P7JLKV,12/25/2017,671,DEN,FLL
P7KF7F,12/12/2017,609,CLE,TPA
P7KF7F,12/17/2017,615,CLE,TPA
P7KNYI,12/11/2017,669,BOS,FLL
P7LI9F,12/13/2017,502,ORD,SAN
P7LPJV,12/11/2017,509,OAK,LAX
P7M98F,12/1/2017,665,LAS,ORD
P7PDMV,12/13/2017,680,FLL,DEN
P7PGRV,12/24/2017,514,MCO,DTW
P7QUMF,12/26/2017,643,PBG,FLL
P7SU2S,12/3/2017,665,TPA,FLL
P7U6QV,12/23/2017,504,BOS,BWI
P7UE2S,12/19/2017,648,ORD,ATL
P7VHGF,12/29/2017,662,ACY,TPA
P81GYV,12/26/2017,641,DTW,LAX
P84W7S,12/19/2017,632,CLE,MCO
P853MF,12/14/2017,510,PHX,DFW
P85T8S,12/28/2017,608,DTW,TPA
P89HWF,12/14/2017,604,FLL,SAL
P89VQF,12/16/2017,614,LAX,CLE
P8BD5C,12/25/2017,636,PHL,DFW
P8E54C,12/15/2017,515,BOS,BWI
P8EDGS,12/18/2017,625,DFW,MCO
P8F6RF,12/27/2017,632,MCO,BWI
P8FUNS,12/10/2017,535,MCO,CAK
P8FVSF,12/27/2017,524,MCO,BOS
P8GQHS,12/22/2017,650,BWI,ATL
P8H5XF,12/14/2017,670,FLL,BOS
P8L9QS,12/1/2017,506,BOS,BWI
P8LBVF,12/24/2017,624,LAS,PIT
P8M4JS,12/24/2017,534,TPA,CAK
P8MPNS,12/9/2017,643,DTW,TPA
P8R5JC,12/1/2017,658,MCO,ACY
P8RWUS,12/27/2017,672,LAX,DEN
P8S2SS,12/14/2017,668,RSW,ACY
P8SZGC,12/18/2017,658,ACY,FLL
P8TU7P,12/20/2017,649,MCO,PHL
P8V83P,12/25/2017,530,BDL,MCO
P8Z6XV,12/8/2017,633,FLL,MSY
P8ZCFF,12/24/2017,651,BOS,MCO
P927VS,12/14/2017,673,FLL,EWR
P92GTS,12/19/2017,672,ATL,IAH
P954FP,12/10/2017,623,LAS,OAK
P98LMC,12/22/2017,614,DFW,TPA
P99RNC,12/15/2017,648,LAX,LAS
P9BDRC,12/18/2017,623,LGA,MYR
P9C5PC,12/21/2017,632,CLE,RSW
P9E4SC,12/30/2017,636,DTW,MSP
P9ESUC,12/29/2017,642,CLE,FLL
P9GBYC,12/27/2017,904,BWI,DFW
P9GDRC,12/23/2017,514,BDL,MCO
P9HWYC,12/24/2017,521,FLL,ATL
P9JKGP,12/7/2017,521,BWI,RSW
P9JUGP,12/2/2017,609,DFW,LAX
P9LMKP,12/9/2017,633,CLE,LAX
P9LQJP,12/24/2017,671,DTW,RSW
P9PKNP,12/13/2017,527,BWI,MSY
P9TIWP,12/10/2017,611,MCO,PIT
P9U9RP,12/10/2017,623,OAK,LAS
P9UK2M,12/18/2017,675,IAH,TPA
P9VJ4M,12/22/2017,604,SAN,LAS
P9VQ4M,12/1/2017,633,DTW,RSW
P9VWTP,12/26/2017,519,LAX,BWI
P9Z8QC,12/20/2017,663,EWR,FLL
P9ZKVS,12/31/2017,528,BOS,PBI
P9ZZ4P,12/11/2017,663,SEA,LAS
PB2QVM,12/2/2017,531,MSY,TPA
PB3LYM,12/23/2017,516,BWI,BOS
PB3Q9J,12/17/2017,677,ACY,PBI
PB4PHZ,12/31/2017,681,TPA,ACY
PB5NPZ,12/28/2017,679,ACY,PBI
PB6FJZ,12/13/2017,645,LAS,DFW
PB6NJZ,12/21/2017,509,FLL,LAX
PBHTUZ,12/18/2017,612,MSP,TPA
PBIPNJ,12/23/2017,617,MSP,DFW
PBJZXZ,12/28/2017,506,ORD,PHX
PBK3TZ,12/17/2017,509,LAX,OAK
PBKNJJ,12/3/2017,612,ATL,TPA
PBKVJJ,12/17/2017,648,LAS,DFW
PBLITZ,12/24/2017,606,LBE,FLL
PBMINJ,12/12/2017,528,MSY,BWI
PBP2PJ,12/20/2017,659,ACY,PBI
PBQ53G,12/10/2017,643,MSP,LAS
PBQH6G,12/2/2017,529,BWI,LAX
PBQMFW,12/16/2017,536,ORD,MCO
PBRRRJ,12/5/2017,669,FLL,SDQ
PBT66G,12/24/2017,631,MCO,DFW
PBUZQJ,12/18/2017,502,DFW,ATL
PBVR4G,12/16/2017,606,TPA,BDL
PBYRQZ,12/17/2017,516,FLL,IAH
PBZ9YM,12/10/2017,678,BWI,FLL
PBZQ7J,12/2/2017,902,LAS,SAN
PBZSFZ,12/15/2017,901,PIT,TPA
PC2ENW,12/23/2017,662,FLL,MBJ
PC3QVJ,12/23/2017,677,EWR,FLL
PC43FW,12/22/2017,648,MYR,ACY
PC4HMW,12/11/2017,671,FLL,SJO
PC582T,12/8/2017,613,DTW,LAS
PC5HMW,12/26/2017,632,FLL,LAS
PC88JW,12/18/2017,664,FLL,ORD
PCB1SW,12/20/2017,628,RSW,MSP
PCC7RW,12/2/2017,614,BWI,IAH
PCDK2T,12/17/2017,612,LAS,OAK
PCESSW,12/29/2017,625,DFW,TPA
PCFI4T,12/9/2017,675,FLL,ACY
PCFI4T,12/10/2017,667,FLL,ACY
PCH12T,12/27/2017,901,MCO,ATL
PCJ1XW,12/29/2017,623,FLL,LAS
PCJIVW,12/25/2017,602,LAX,IAH
PCK89T,12/20/2017,673,SJU,MCO
PCLRUW,12/7/2017,631,RSW,MSP
PCLSKG,12/17/2017,645,DTW,LAX
PCMKHG,12/29/2017,668,LAX,DEN
PCMWMG,12/25/2017,674,DTW,FLL
PCNRYW,12/15/2017,642,MCO,LBE
PCQ4RG,12/14/2017,532,ACY,FLL
PCR72D,12/10/2017,628,ATL,ORD
PCZF5G,12/11/2017,674,LGA,FLL
PCZHRJ,12/14/2017,639,MCO,ORD
PCZU2G,12/12/2017,515,FLL,LAX
PCZUXJ,12/2/2017,615,MSP,MCO
PD27TG,12/17/2017,678,DTW,MCO
PD2UHT,12/3/2017,515,MSP,ORD
PD3IFT,12/10/2017,627,MYR,LGA
PD415D,12/27/2017,650,DFW,PHL
PD676D,12/12/2017,502,ORD,IAH
PDCRMT,12/10/2017,605,BWI,TPA
PDFDYT,12/18/2017,522,ORD,IAH
PDFE2Q,12/11/2017,505,LAS,BOS
PDFFUT,12/10/2017,523,BOS,BWI
PDFPPT,12/3/2017,671,SEA,LAS
PDIM6Q,12/14/2017,505,BOS,MCO
PDJLYT,12/20/2017,601,RSW,CLE
PDM6JD,12/13/2017,628,TPA,MSP
PDMN8Q,12/24/2017,661,FLL,EWR
PDNTPD,12/26/2017,530,RSW,DTW
PDPHPD,12/20/2017,673,BWI,FLL
PDPM3A,12/23/2017,629,FLL,MCO
PDPPXT,12/18/2017,613,BDL,TPA
PDT46A,12/30/2017,641,RSW,CLE
PDTYWD,12/10/2017,643,ORD,ATL
PDUCRD,12/1/2017,658,BWI,FLL
PDUSQD,12/28/2017,515,ORD,LAS
PDV9TD,12/13/2017,621,ATL,TPA
PDWTXT,12/25/2017,673,ATL,DTW
PDYS2Q,12/3/2017,524,MSP,LAS
PE1PTD,12/11/2017,516,LGA,ORD
PE1U6A,12/10/2017,672,BWI,FLL
PE2K9A,12/19/2017,902,FLL,LGA
PE2K9A,12/27/2017,623,FLL,LGA
PE35GQ,12/13/2017,650,BWI,IAH
PE3R8A,12/9/2017,620,ATL,LAS
PE48FQ,12/2/2017,627,BOS,RSW
PE565A,12/16/2017,674,FLL,LGA
PE5FHQ,12/12/2017,648,ATL,ORD
PE5RNQ,12/3/2017,672,FLL,BOS
PE5SFQ,12/11/2017,645,RSW,ORD
PE77JQ,12/12/2017,526,PBI,BOS
PEDKHA,12/11/2017,601,MCI,LAX
PEGEHA,12/28/2017,634,TPA,BWI
PEILHA,12/1/2017,631,MSP,DFW
PEILHA,12/8/2017,616,MSP,DFW
PEILHA,12/15/2017,613,MSP,DFW
PEL6MA,12/9/2017,649,CLE,FLL
PEL6MA,12/17/2017,641,FLL,CLE
PELEUQ,12/16/2017,631,PIT,MCO
PELPJN,12/7/2017,657,CUN,DTW
PEP5QA,12/12/2017,631,TPA,CLE
PEPVNA,12/28/2017,678,IAH,LAS
PEQCNA,12/30/2017,524,OAK,LAX
PERGPA,12/2/2017,646,CUN,ORD
PES8XA,12/27/2017,668,EWR,FLL
PETCFN,12/18/2017,680,LAS,ORD
PETQFN,12/13/2017,648,RSW,CLE
PEZK4A,12/24/2017,515,LAS,ORD
PF2YQA,12/7/2017,621,BWI,IAH
PF62JN,12/27/2017,664,MCO,EWR
PF74GN,12/9/2017,604,DTW,LAX
PF7SMN,12/30/2017,611,CLE,TPA
PF9YFN,12/18/2017,523,MCO,MSY
